c_mot;c_lemme;c_morpho
accomplirons;accomplir;ver
accompliront;accomplir;ver
accomplis;accomplir;ver
accomplissaient;accomplir;ver
accomplissais;accomplir;ver
accomplissait;accomplir;ver
accomplissant;accomplir;ver
accomplisse;accomplir;ver
accomplissement;accomplissement;nom
accomplissements;accomplissement;nom
accomplissent;accomplir;ver
accomplissez;accomplir;ver
accomplissiez;accomplir;ver
accomplissions;accomplir;ver
accomplissons;accomplir;ver
accomplit;accomplir;ver
accomplît;accomplir;ver
accord;accord;nom
accorda;accorder;ver
accordai;accorder;ver
accordaient;accorder;ver
accordailles;accordailles;nom
accordais;accorder;ver
accordait;accorder;ver
accordant;accorder;ver
accordas;accorder;ver
accordassent;accorder;ver
accordât;accorder;ver
accorde;accorder;ver
accordé;accorder;ver
accordée;accorder;ver
accordées;accorder;ver
accordement;accordement;nom
accordent;accorder;ver
accordéon;accordéon;nom
accordéoniste;accordéoniste;nom
accordéonistes;accordéoniste;nom
accordéons;accordéon;nom
accorder;accorder;ver
accordera;accorder;ver
accorderai;accorder;ver
accorderaient;accorder;ver
accorderais;accorder;ver
accorderait;accorder;ver
accorderas;accorder;ver
accordèrent;accorder;ver
accorderez;accorder;ver
accorderiez;accorder;ver
accorderons;accorder;ver
accorderont;accorder;ver
accordes;accorder;ver
accordés;accorder;ver
accordeur;accordeur;nom
accordez;accorder;ver
accordiez;accorder;ver
accordions;accorder;ver
accordo;accordo;nom
accordons;accorder;ver
accords;accord;nom
accore;accore;adj
accores;accore;nom
accort;accort;adj
accorte;accort;adj
accortes;accort;adj
accorts;accort;adj
accosta;accoster;ver
accostage;accostage;nom
accostaient;accoster;ver
accostais;accoster;ver
accostait;accoster;ver
accostant;accoster;ver
accoste;accoster;ver
accosté;accoster;ver
accostée;accoster;ver
accostées;accoster;ver
accostent;accoster;ver
accoster;accoster;ver
accosterez;accoster;ver
accosterons;accoster;ver
accostez;accoster;ver
accostiez;accoster;ver
accostons;accoster;ver
accota;accoter;ver
accotaient;accoter;ver
accotait;accoter;ver
accotant;accoter;ver
accote;accoter;ver
accoté;accoter;ver
accotée;accoter;ver
accotées;accoter;ver
accotement;accotement;nom
accotements;accotement;nom
accotent;accoter;ver
accoter;accoter;ver
accotèrent;accoter;ver
accotés;accoter;ver
accotoirs;accotoir;nom
accotons;accoter;ver
accoucha;accoucher;ver
accouchaient;accoucher;ver
accouchais;accoucher;ver
accouchait;accoucher;ver
accouchant;accoucher;ver
accouche;accoucher;ver
accouché;accoucher;ver
accouchée;accoucher;ver
accouchées;accouchée;nom
accouchement;accouchement;nom
accouchements;accouchement;nom
accouchent;accoucher;ver
accoucher;accoucher;ver
accouchera;accoucher;ver
accoucherait;accoucher;ver
accoucheras;accoucher;ver
accouches;accoucher;ver
accouchés;accoucher;ver
accoucheur;accoucheur;nom
accoucheurs;accoucheur;nom
accoucheuse;accoucheur;nom
accouchez;accoucher;ver
accouda;accouder;ver
accoudai;accouder;ver
accoudaient;accouder;ver
accoudais;accouder;ver
accoudait;accouder;ver
accoudant;accouder;ver
accoude;accouder;ver
accoudé;accouder;ver
accoudée;accouder;ver
accoudées;accouder;ver
accouder;accouder;ver
accoudèrent;accouder;ver
accoudés;accouder;ver
accoudions;accouder;ver
accoudoir;accoudoir;nom
accoudoirs;accoudoir;nom
accoudons;accouder;ver
accoupla;accoupler;ver
accouplaient;accoupler;ver
accouplais;accoupler;ver
accouplait;accoupler;ver
accouplant;accoupler;ver
accouple;accoupler;ver
accouplé;accoupler;ver
accouplée;accoupler;ver
accouplées;accoupler;ver
accouplement;accouplement;nom
accouplements;accouplement;nom
accouplent;accoupler;ver
accoupler;accoupler;ver
accouplera;accoupler;ver
accouplerait;accoupler;ver
accouplèrent;accoupler;ver
accoupleront;accoupler;ver
accouplés;accoupler;ver
accouraient;accourir;ver
accourais;accourir;ver
accourait;accourir;ver
accourant;accourir;ver
accourcissant;accourcir;ver
accoure;accourir;ver
accourent;accourir;ver
accoures;accourir;ver
accourez;accourir;ver
accouriez;accourir;ver
accourir;accourir;ver
accourons;accourir;ver
accourra;accourir;ver
accourrai;accourir;ver
accourraient;accourir;ver
accourrais;accourir;ver
accourrait;accourir;ver
accourront;accourir;ver
accours;accourir;ver
accourt;accourir;ver
accouru;accourir;ver
accourue;accourir;ver
accourues;accourir;ver
accoururent;accourir;ver
accourus;accourir;ver
accourussent;accourir;ver
accourut;accourir;ver
accourût;accourir;ver
accoutre;accoutrer;ver
accoutré;accoutrer;ver
accoutrée;accoutré;adj
accoutrement;accoutrement;nom
accoutrements;accoutrement;nom
accoutrés;accoutrer;ver
accoutuma;accoutumer;ver
accoutumai;accoutumer;ver
accoutumaient;accoutumer;ver
accoutumais;accoutumer;ver
accoutumait;accoutumer;ver
accoutumance;accoutumance;nom
accoutumances;accoutumance;nom
accoutumant;accoutumer;ver
accoutume;accoutumer;ver
accoutumé;accoutumer;ver
accoutumée;accoutumer;ver
accoutumées;accoutumé;adj
accoutument;accoutumer;ver
accoutumer;accoutumer;ver
accoutumerait;accoutumer;ver
accoutumés;accoutumer;ver
accouvée;accouver;ver
accras;accra;nom
accrédita;accréditer;ver
accréditaient;accréditer;ver
accréditait;accréditer;ver
accréditant;accréditer;ver
accréditation;accréditation;nom
accréditations;accréditation;nom
accrédité;accrédité;adj
accréditée;accréditer;ver
accréditer;accréditer;ver
accrédités;accréditer;ver
accréditif;accréditif;nom
accrétion;accrétion;nom
accro;accro;adj
accroc;accroc;nom
accrocha;accrocher;ver
accrochage;accrochage;nom
accrochages;accrochage;nom
accrochai;accrocher;ver
accrochaient;accrocher;ver
accrochais;accrocher;ver
accrochait;accrocher;ver
accrochant;accrocher;ver
accrochât;accrocher;ver
accroche;accrocher;ver
accroché;accrocher;ver
accroche_coeur;accroche_coeur;nom
accroche_coeur;accroche_coeur;nom
accrochée;accrocher;ver
accrochées;accrocher;ver
accrochent;accrocher;ver
accrocher;accrocher;ver
accrochera;accrocher;ver
accrocherai;accrocher;ver
accrocheraient;accrocher;ver
accrocherais;accrocher;ver
accrocherait;accrocher;ver
accrochèrent;accrocher;ver
accrocherez;accrocher;ver
accrocheriez;accrocher;ver
accrocheront;accrocher;ver
accroches;accrocher;ver
accrochés;accrocher;ver
accrocheur;accrocheur;adj
accrocheurs;accrocheur;adj
accrocheuse;accrocheur;adj
accrocheuses;accrocheur;adj
accrochez;accrocher;ver
accrochiez;accrocher;ver
accrochions;accrocher;ver
accrochons;accrocher;ver
accrocs;accroc;nom
accroire;accroire;ver
accrois;accroître;ver
accroissaient;accroître;ver
accroissait;accroître;ver
accroissant;accroître;ver
accroisse;accroître;ver
accroissement;accroissement;nom
accroissent;accroître;ver
accroissez;accroître;ver
accroît;accroître;ver
accroîtra;accroître;ver
accroîtrait;accroître;ver
accroître;accroître;ver
accroîtront;accroître;ver
accros;accro;nom
accroupi;accroupir;ver
accroupie;accroupir;ver
accroupies;accroupir;ver
accroupir;accroupir;ver
accroupirent;accroupir;ver
accroupis;accroupir;ver
accroupissaient;accroupir;ver
accroupissais;accroupir;ver
accroupissait;accroupir;ver
accroupissant;accroupir;ver
accroupisse;accroupir;ver
accroupissement;accroupissement;nom
accroupissent;accroupir;ver
accroupissons;accroupir;ver
accroupit;accroupir;ver
accru;accroître;ver
accrue;accru;adj
accrues;accroître;ver
accrurent;accroître;ver
accrus;accroître;ver
accrut;accroître;ver
accrût;accroître;ver
accu;accu;nom
accueil;accueil;nom
accueillaient;accueillir;ver
accueillais;accueillir;ver
accueillait;accueillir;ver
accueillant;accueillant;adj
accueillante;accueillant;adj
accueillantes;accueillant;adj
accueillants;accueillant;adj
accueille;accueillir;ver
accueillent;accueillir;ver
accueillera;accueillir;ver
accueillerai;accueillir;ver
accueilleraient;accueillir;ver
accueillerait;accueillir;ver
accueilleras;accueillir;ver
accueillerez;accueillir;ver
accueilleriez;accueillir;ver
accueillerons;accueillir;ver
accueilleront;accueillir;ver
accueilles;accueillir;ver
accueillez;accueillir;ver
accueilli;accueillir;ver
accueillie;accueillir;ver
accueillies;accueillir;ver
accueillir;accueillir;ver
accueillirent;accueillir;ver
accueillis;accueillir;ver
accueillit;accueillir;ver
accueillît;accueillir;ver
accueillons;accueillir;ver
accueils;accueil;nom
accula;acculer;ver
acculaient;acculer;ver
acculais;acculer;ver
acculait;acculer;ver
acculant;acculer;ver
acculât;acculer;ver
accule;acculer;ver
acculé;acculer;ver
acculée;acculer;ver
acculées;acculer;ver
acculent;acculer;ver
acculer;acculer;ver
acculera;acculer;ver
acculeraient;acculer;ver
acculèrent;acculer;ver
acculés;acculer;ver
acculez;acculer;ver
acculturation;acculturation;nom
accumula;accumuler;ver
accumulai;accumuler;ver
accumulaient;accumuler;ver
accumulais;accumuler;ver
accumulait;accumuler;ver
accumulant;accumuler;ver
accumulateur;accumulateur;nom
accumulateurs;accumulateur;nom
accumulation;accumulation;nom
accumulations;accumulation;nom
accumule;accumuler;ver
accumulé;accumuler;ver
accumulée;accumuler;ver
accumulées;accumuler;ver
accumulent;accumuler;ver
accumuler;accumuler;ver
accumulèrent;accumuler;ver
accumulerez;accumuler;ver
accumulés;accumuler;ver
accumulez;accumuler;ver
accus;accu;nom
accusa;accuser;ver
accusai;accuser;ver
accusaient;accuser;ver
accusais;accuser;ver
accusait;accuser;ver
accusant;accuser;ver
accusât;accuser;ver
accusateur;accusateur;nom
accusateurs;accusateur;adj
accusatif;accusatif;nom
accusation;accusation;nom
accusations;accusation;nom
accusatoire;accusatoire;adj
accusatrice;accusateur;adj
accusatrices;accusateur;nom
accuse;accuser;ver
accusé;accuser;ver
accusée;accuser;ver
accusées;accuser;ver
accusent;accuser;ver
accuser;accuser;ver
accusera;accuser;ver
accuseraient;accuser;ver
accuserais;accuser;ver
accuserait;accuser;ver
accusèrent;accuser;ver
accuserez;accuser;ver
accuseriez;accuser;ver
accuserions;accuser;ver
accuserons;accuser;ver
accuseront;accuser;ver
accuses;accuser;ver
accusés;accusé;nom
accusez;accuser;ver
accusiez;accuser;ver
accusions;accuser;ver
accusons;accuser;ver
ace;ace;nom
acellulaire;acellulaire;adj
acéphale;acéphale;nom
acéphales;acéphale;nom
acerbe;acerbe;adj
acerbes;acerbe;adj
acerbité;acerbité;nom
acéré;acéré;adj
acérée;acéré;adj
acérées;acéré;adj
acérés;acéré;adj
acetabulum;acetabulum;nom
acétate;acétate;nom
acétique;acétique;adj
acétone;acétone;nom
acétylcholine;acétylcholine;nom
acétylène;acétylène;nom
acétylsalicylique;acétylsalicylique;adj
achalandage;achalandage;nom
achalandaient;achalander;ver
achalandé;achalandé;adj
achalandée;achalandé;adj
achalandées;achalandé;adj
achalandés;achalander;ver
achaler;achaler;ver
achards;achards;nom
acharna;acharner;ver
acharnai;acharner;ver
acharnaient;acharner;ver
acharnais;acharner;ver
acharnait;acharner;ver
acharnant;acharner;ver
acharne;acharner;ver
acharné;acharné;adj
acharnée;acharné;adj
acharnées;acharné;adj
acharnement;acharnement;nom
acharnements;acharnement;nom
acharnent;acharner;ver
acharner;acharner;ver
acharnera;acharner;ver
acharnerai;acharner;ver
acharnerait;acharner;ver
acharnèrent;acharner;ver
acharnes;acharner;ver
acharnés;acharné;adj
acharnez;acharner;ver
achat;achat;nom
achats;achat;nom
ache;ache;nom
achélème;achélème;nom
achélèmes;achélème;nom
achemina;acheminer;ver
acheminai;acheminer;ver
acheminaient;acheminer;ver
acheminait;acheminer;ver
acheminâmes;acheminer;ver
acheminant;acheminer;ver
achemine;acheminer;ver
acheminé;acheminer;ver
acheminée;acheminer;ver
acheminées;acheminer;ver
acheminement;acheminement;nom
acheminent;acheminer;ver
acheminer;acheminer;ver
acheminèrent;acheminer;ver
achemineront;acheminer;ver
acheminés;acheminer;ver
acheminons;acheminer;ver
aches;ache;nom
acheta;acheter;ver
achetable;achetable;adj
achetai;acheter;ver
achetaient;acheter;ver
achetais;acheter;ver
achetait;acheter;ver
achetâmes;acheter;ver
achetant;acheter;ver
achetassent;acheter;ver
achetât;acheter;ver
acheté;acheter;ver
achète;acheter;ver
achetée;acheter;ver
achetées;acheter;ver
achètent;acheter;ver
acheter;acheter;ver
achètera;acheter;ver
achèterai;acheter;ver
achèteraient;acheter;ver
achèterais;acheter;ver
achèterait;acheter;ver
achèteras;acheter;ver
achetèrent;acheter;ver
achèterez;acheter;ver
achèteriez;acheter;ver
achèterions;acheter;ver
achèterons;acheter;ver
achèteront;acheter;ver
achetés;acheter;ver
achètes;acheter;ver
acheteur;acheteur;nom
acheteurs;acheteur;nom
acheteuse;acheteur;nom
acheteuses;acheteur;nom
achetez;acheter;ver
achetiez;acheter;ver
achetions;acheter;ver
achetons;acheter;ver
acheva;achever;ver
achevai;achever;ver
achevaient;achever;ver
achevais;achever;ver
achevait;achever;ver
achevâmes;achever;ver
achevant;achever;ver
achevât;achever;ver
achevé;achever;ver
achève;achever;ver
achevée;achever;ver
achevées;achevé;adj
achèvement;achèvement;nom
achèvements;achèvement;nom
achèvent;achever;ver
achever;achever;ver
achèvera;achever;ver
achèverai;achever;ver
achèveraient;achever;ver
achèverait;achever;ver
achevèrent;achever;ver
achèverez;achever;ver
achèverons;achever;ver
achèveront;achever;ver
achevés;achever;ver
achèves;achever;ver
achevez;achever;ver
acheviez;achever;ver
achevions;achever;ver
achevons;achever;ver
achillée;achillée;nom
achondroplasie;achondroplasie;nom
achondroplasies;achondroplasie;nom
achoppa;achopper;ver
achoppai;achopper;ver
achoppaient;achopper;ver
achoppais;achopper;ver
achoppait;achopper;ver
achoppe;achopper;ver
achoppé;achopper;ver
achoppée;achopper;ver
achoppement;achoppement;nom
achopper;achopper;ver
acid_jazz;acid_jazz;nom
acide;acide;nom
acides;acide;nom
acidité;acidité;nom
acidités;acidité;nom
acidocétose;acidocétose;nom
acidose;acidose;nom
acidulé;acidulé;adj
acidulée;acidulé;adj
acidulées;acidulé;adj
acidulés;acidulé;adj
acier;acier;nom
aciérie;aciérie;nom
aciéries;aciérie;nom
aciers;acier;nom
acmé;acmé;nom
acné;acné;nom
acnéiques;acnéique;adj
acnés;acné;nom
acolyte;acolyte;nom
acolytes;acolyte;nom
acompte;acompte;nom
acomptes;acompte;nom
aconiers;aconier;nom
aconit;aconit;nom
acoquina;acoquiner;ver
acoquine;acoquiner;ver
acoquiné;acoquiner;ver
acoquinée;acoquiner;ver
acoquiner;acoquiner;ver
acoquinés;acoquiner;ver
acouphène;acouphène;nom
acoustique;acoustique;nom
acoustiques;acoustique;adj
acqua_toffana;acqua_toffana;nom
acquéraient;acquérir;ver
acquérais;acquérir;ver
acquérait;acquérir;ver
acquérant;acquérir;ver
acquéreur;acquéreur;nom
acquéreurs;acquéreur;nom
acquérions;acquérir;ver
acquérir;acquérir;ver
acquérons;acquérir;ver
acquerra;acquérir;ver
acquerrai;acquérir;ver
acquerraient;acquérir;ver
acquerront;acquérir;ver
acquêt;acquêt;nom
acquêts;acquêt;nom
acquière;acquérir;ver
acquièrent;acquérir;ver
acquiers;acquérir;ver
acquiert;acquérir;ver
acquiesça;acquiescer;ver
acquiesçai;acquiescer;ver
acquiesçaient;acquiescer;ver
acquiesçais;acquiescer;ver
acquiesçait;acquiescer;ver
acquiesçant;acquiescer;ver
acquiesce;acquiescer;ver
acquiescé;acquiescer;ver
acquiescement;acquiescement;nom
acquiescements;acquiescement;nom
acquiescent;acquiescer;ver
acquiescer;acquiescer;ver
acquiescèrent;acquiescer;ver
acquiesceront;acquiescer;ver
acquiesces;acquiescer;ver
acquiesçons;acquiescer;ver
acquirent;acquérir;ver
acquis;acquérir;ver
acquise;acquérir;ver
acquises;acquérir;ver
acquisition;acquisition;nom
acquisitions;acquisition;nom
acquit;acquit;nom
acquits;acquit;nom
acquitta;acquitter;ver
acquittai;acquitter;ver
acquittaient;acquitter;ver
acquittais;acquitter;ver
acquittait;acquitter;ver
acquittant;acquitter;ver
acquittât;acquitter;ver
acquitte;acquitter;ver
acquitté;acquitter;ver
acquittée;acquitter;ver
acquittement;acquittement;nom
acquittent;acquitter;ver
acquitter;acquitter;ver
acquittera;acquitter;ver
acquitterai;acquitter;ver
acquitterais;acquitter;ver
acquitterait;acquitter;ver
acquitterez;acquitter;ver
acquittes;acquitter;ver
acquittés;acquitter;ver
acquittez;acquitter;ver
acquittions;acquitter;ver
acra;acra;nom
acre;acre;nom
acré;acré;ono
âcre;âcre;adj
âcrement;âcrement;adv
acres;acre;nom
âcres;âcre;adj
âcreté;âcreté;nom
acrimonie;acrimonie;nom
acrimonieuse;acrimonieux;adj
acrimonieusement;acrimonieusement;adv
acrimonieuses;acrimonieux;adj
acrimonieux;acrimonieux;adj
acrobate;acrobate;nom
acrobates;acrobate;nom
acrobatie;acrobatie;nom
acrobaties;acrobatie;nom
acrobatique;acrobatique;adj
acrobatiquement;acrobatiquement;adv
acrobatiques;acrobatique;adj
acrocéphale;acrocéphale;adj
acromion;acromion;nom
acronyme;acronyme;nom
acrophobie;acrophobie;nom
acropole;acropole;nom
acrostiche;acrostiche;nom
acrotère;acrotère;nom
acrylique;acrylique;nom
acryliques;acrylique;nom
acrylonitrile;acrylonitrile;nom
acta;acter;ver
acte;acte;nom
actes;acte;nom
acteur;acteur;nom
acteurs;acteur;nom
actif;actif;adj
actifs;actif;adj
actine;actine;nom
actinies;actinie;nom
action;action;nom
action_painting;action_painting;nom
actionna;actionner;ver
actionnai;actionner;ver
actionnaient;actionner;ver
actionnaire;actionnaire;nom
actionnaires;actionnaire;nom
actionnais;actionner;ver
actionnait;actionner;ver
actionnant;actionner;ver
actionnariat;actionnariat;nom
actionnât;actionner;ver
actionne;actionner;ver
actionné;actionner;ver
actionnée;actionner;ver
actionnées;actionner;ver
actionnement;actionnement;nom
actionnent;actionner;ver
actionner;actionner;ver
actionneront;actionner;ver
